web-scraper-order,web-scraper-start-url,bookurl,bookurl-href,booktitle,bookseries,booknumber,bookauthor,bookcoverart,booktagline,publication,wikipagetext
"1585612188-61","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/The_Ghost_at_Dawn%27s_House","https://babysittersclub.fandom.com/wiki/The_Ghost_at_Dawn%27s_House","The Ghost at Dawn's House","The Baby-Sitters Club","9","Ann M. Martin","Hodges Soileau","Creaky stairs, spooky noises, secret passages — it must be a ghost!","January 1988 (original)
 1996 (reprint)
August 4, 2020 (reprint)","The Ghost at Dawn's House is the ninth book in The Baby-Sitters Club series by Ann M. Martin. It is the second book narrated by Dawn Schafer."
"1585612911-1274","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Perfect_Boy","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Perfect_Boy","Claudia and the Perfect Boy","The Baby-Sitters Club","71","Ann M. Martin, Suzanne Weyn","Hodges Soileau","This wasn't exactly what Claudia had in mind...","January 1994","Mary Anne has Logan. Stacey has her new boyfriend Robert. Kristy even has a sort-of boyfriend Bart. Isn't there someone out there for Claudia?"
"1585612228-125","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey%27s_Secret_Friend","https://babysittersclub.fandom.com/wiki/Stacey%27s_Secret_Friend","Stacey's Secret Friend","The Baby-Sitters Club","111","Ann M. Martin, Suzanne Weyn","Hodges Soileau","Tess needs help — and Stacey knows exactly what to do...","September 1997","Dear Reader,"
"1585612804-1078","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn,_Diary_Three","https://babysittersclub.fandom.com/wiki/Dawn,_Diary_Three","Dawn, Diary Three","California Diaries","11","Ann M. Martin","null","Missing. Losing. Hurt.","February 1999","Dawn, Diary Three is the eleventh book in the California Diaries series and takes the form of a diary written by Vista Private School student Dawn Schafer."
"1585612625-731","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Snobs","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Snobs","Kristy and the Snobs","The Baby-Sitters Club","11","Ann M. Martin","Hodges Soileau","Nobody's going to tell Kristy what to do — especially not the snobs!","March 1988 (original) 
 March 1996 (reprint)
 October 6, 2020 (reprint)","Kristy's mom got married again last summer and now Kristy and her family live in a new neighborhood. The kids aren't very friendly. In fact, they're... well, snobs. They criticize Kristy's clothes. They make fun of the Baby-sitters Club. And worst of all, they laugh at Louie, Kristy's pet collie, who's going blind. Nobody does that and gets away with it!"
"1585612221-121","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Starring_the_Baby-sitters_Club!","https://babysittersclub.fandom.com/wiki/Starring_the_Baby-sitters_Club!","Starring the Baby-sitters Club!","Super Special","9","Ann M. Martin","Hodges Soileau (cover)
Angelo Tillery (interior)","It's showtime —","December 1992","Could this mean curtains for the Baby-sitters?"
"1585612919-1286","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Mystery_in_the_Painting","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Mystery_in_the_Painting","Claudia and the Mystery in the Painting","The Baby-Sitters Club Mystery","32","Ann M. Martin, Vicki Berger Erwin","Hodges Soileau","If only she could talk...","October 1997","Claudia and the Mystery in the Painting is the 32nd book in The Baby-Sitters Club Mystery series."
"1585612423-425","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Secret_in_the_Attic","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Secret_in_the_Attic","Mary Anne and the Secret in the Attic","The Baby-Sitters Club Mystery","5","Ann M. Martin, Ellen Miles","Hodges Soileau","She can't turn back now.","August 1992","Mary Anne's mother died when Mary Anne was just a baby. And since it makes Mr. Spier too sad to talk about her, Mary Anne hardly knows a thing about her mother. Mary Anne respects her father's feelings. But lately, she wants to know more. She has to find out about he mother."
"1585612215-116","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Sunny_(California_Diaries)","https://babysittersclub.fandom.com/wiki/Sunny_(California_Diaries)","Sunny (California Diaries)","California Diaries","2","Ann M. Martin","null","Living. Dying. Run.","August 1997","Headed to Venice Beach, Sunny meets the mysterious and cool Carson, who seems to understand where she’s coming from. But can she run away from her problems with him, or will her true emotions creep back in?"
"1585612568-633","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy%27s_Mystery_Admirer","https://babysittersclub.fandom.com/wiki/Kristy%27s_Mystery_Admirer","Kristy's Mystery Admirer","The Baby-Sitters Club","38","Ann M. Martin","Hodges Soileau","Who is sending Kristy love letters?","October 1990","Kristy's Mystery Admirer is the 38th book in The Baby-Sitters Club series by Ann M. Martin."
"1585613054-1529","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Abby_the_Bad_Sport","https://babysittersclub.fandom.com/wiki/Abby_the_Bad_Sport","Abby the Bad Sport","The Baby-Sitters Club","110","Ann M. Martin, Nola Thacker","Hodges Soileau","Is Abby a super jock or a super jerk?","August 1997","For a long time, I’ve been interested in the Special Olympics. Special Olympics is a year-round program for people with intellectual disabilities. Athletes train and compete in twenty-three official Special Olympics sports, including alpine and cross-country skiing, aquatics, basketball, bowling, figure skating, gymnastics, roller skating, soccer, softball, and track and field."
"1585612977-1403","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/BSC_Graphic_Novels","https://babysittersclub.fandom.com/wiki/BSC_Graphic_Novels","BSC Graphic Novels","null","null","null","null","null","null","Coming soon...."
"1585612718-905","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Jessi_and_the_Superbrat","https://babysittersclub.fandom.com/wiki/Jessi_and_the_Superbrat","Jessi and the Superbrat","The Baby-Sitters Club","27","Ann M. Martin, Jan Carr","Hodges Soileau","There's trouble for everyone when a TV star comes to town!","September 1989 (original) 
 March 1996 (reprint)","The kids in the movie look like they were having lots of fun — and they were. They also worked very hard. It’s a long day on the set, and lots of scenes have to be shot over and over again. Also, each actor must spend several hours in school on the set. It was great fun meeting the actors and seeing my characters come to life. I was happy to find out that the girls were fans of the books, too!"
"1585612927-1307","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Middle_School_Mystery","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Middle_School_Mystery","Claudia and the Middle School Mystery","The Baby-Sitters Club","40","Ann M. Martin, Ellen Miles","Hodges Soileau","How could anyone accuse Claudia of cheating?","January 1991","Claudia can't believe it. Neither can the Baby-sitters. Claudia would never cheat! And they're not going to rest until they help clear Claudia's name!"
"1585612643-759","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Mother%27s_Day_Surprise","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Mother%27s_Day_Surprise","Kristy and the Mother's Day Surprise","The Baby-Sitters Club","24","Ann M. Martin","Hodges Soileau","Kristy's in for a big surprise!","May 1989","Meanwhile, Kristy's mother, Elizabeth and stepfather, Watson have been dropping hints about having another child. Kristy thinks that her parents want to get pregnant, but in the end, they adopt a 2-year-old Vietnamese girl named Emily Michelle, who comes home on Mother's Day."
"1585612329-276","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Haunted_Masquerade","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Haunted_Masquerade","Stacey and the Haunted Masquerade","The Baby-Sitters Club Mystery","22","Ann M. Martin, Ellen Miles","Hodges Soileau","Who's trying to turn Mischief Night into a Horror show?","October 1995","When Stacey is planning a halloween masquerade, it seems like someone is haunting it!"
"1585612406-393","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne_in_the_Middle","https://babysittersclub.fandom.com/wiki/Mary_Anne_in_the_Middle","Mary Anne in the Middle","The Baby-Sitters Club","125","Ann M. Martin, Suzanne Weyn","Hodges Soileau","Can Mary Anne fix a feud between friends?","December 1998",""
"1585612711-886","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Jessi_Ramsey,_Pet-sitter","https://babysittersclub.fandom.com/wiki/Jessi_Ramsey,_Pet-sitter","Jessi Ramsey, Pet-sitter","The Baby-Sitters Club","22","Ann M. Martin","Hodges Soileau","This was one sitting job Jessi couldn't resist!","March 1989","The Mancusis don't have any kids... but they sure have a lot of pets! So when they're desperate for a sitter, whom do they call? The Baby-sitters Club!"
"1585612744-965","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Happy_Holidays,_Jessi","https://babysittersclub.fandom.com/wiki/Happy_Holidays,_Jessi","Happy Holidays, Jessi","The Baby-Sitters Club","103","Ann M. Martin, Peter Lerangis","Hodges Soileau","A time to be thankful.","December 1996","Dear Reader,"
"1585612737-938","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Here_Come_the_Bridesmaids!","https://babysittersclub.fandom.com/wiki/Here_Come_the_Bridesmaids!","Here Come the Bridesmaids!","Super Special","12","Ann M. Martin, Peter Lerangis","Hodges Soileau","It's a California wedding!","December 1994","Wedding bells are ringing on both coasts. Dawn's dad is getting married in California, and Mrs. Barrett (a favorite BSC client) is getting married in Stoneybrook. Looks like a job for the Baby-sitters Club!"
"1585612317-255","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Mystery_at_the_Mall","https://babysittersclub.fandom.com/wiki/Stacey_and_the_Mystery_at_the_Mall","Stacey and the Mystery at the Mall","The Baby-Sitters Club Mystery","14","Ann M. Martin, Ellen Miles","Hodges Soileau","Shopping has become a dangerous business...","April 1994","Is it safe to shop at Washington Mall anymore? The Baby-sitters aren't sure — but they're going to make certain this mystery is solved!"
"1585612651-773","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Missing_Child","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Missing_Child","Kristy and the Missing Child","The Baby-Sitters Club Mystery","4","Ann M. Martin, Ellen Miles","Hodges Soileau","Everyone in Stoneybrook is shocked. Jake is gone — for real.","May 1992","The first day of the search party doesn't turn up much. Kristy has Matt Braddock in her search group and Matt knows all sorts of secret places that Jake might be, but he isn't in any of them. Meanwhile, the police are still pursuing the fact that Mr. Kuhn kidnapped Jake and think it he might be in Mexico."
"1585612884-1230","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_Kishi,_Live_From_WSTO!","https://babysittersclub.fandom.com/wiki/Claudia_Kishi,_Live_From_WSTO!","Claudia Kishi, Live From WSTO!","Baby-Sitters Club","85","Ann M. Martin","Hodges Soileau","Stoneybrook's newest deejay is making waves on the air!","May 1995","As you might imagine, for me, writing the shows was more enjoyable than performing them. And I think it was a good experience. Without realizing it, I was learning about pacing and about writing conversation. You never know what you might learn when you're having fun."
